Zip Code,State Code,State Name,State Region,State Division
240,VA,Virginia,South,South Atlantic
241,VA,Virginia,South,South Atlantic
242,VA,Virginia,South,South Atlantic
243,VA,Virginia,South,South Atlantic
244,VA,Virginia,South,South Atlantic
245,VA,Virginia,South,South Atlantic
246,VA,Virginia,South,South Atlantic
8,VI,Virgin Islands,,
50,VT,Vermont,Northeast,New England
51,VT,Vermont,Northeast,New England
52,VT,Vermont,Northeast,New England
53,VT,Vermont,Northeast,New England
54,VT,Vermont,Northeast,New England
56,VT,Vermont,Northeast,New England
57,VT,Vermont,Northeast,New England
58,VT,Vermont,Northeast,New England
59,VT,Vermont,Northeast,New England
980,WA,Washington,West,Pacific
981,WA,Washington,West,Pacific
982,WA,Washington,West,Pacific
983,WA,Washington,West,Pacific
984,WA,Washington,West,Pacific
985,WA,Washington,West,Pacific
986,WA,Washington,West,Pacific
988,WA,Washington,West,Pacific
989,WA,Washington,West,Pacific
990,WA,Washington,West,Pacific
991,WA,Washington,West,Pacific
992,WA,Washington,West,Pacific
993,WA,Washington,West,Pacific
994,WA,Washington,West,Pacific
530,WI,Wisconsin,Midwest,East North Central
531,WI,Wisconsin,Midwest,East North Central
532,WI,Wisconsin,Midwest,East North Central
534,WI,Wisconsin,Midwest,East North Central
535,WI,Wisconsin,Midwest,East North Central
537,WI,Wisconsin,Midwest,East North Central
538,WI,Wisconsin,Midwest,East North Central
539,WI,Wisconsin,Midwest,East North Central
540,WI,Wisconsin,Midwest,East North Central
541,WI,Wisconsin,Midwest,East North Central
542,WI,Wisconsin,Midwest,East North Central
543,WI,Wisconsin,Midwest,East North Central
544,WI,Wisconsin,Midwest,East North Central
545,WI,Wisconsin,Midwest,East North Central
546,WI,Wisconsin,Midwest,East North Central
547,WI,Wisconsin,Midwest,East North Central
548,WI,Wisconsin,Midwest,East North Central
549,WI,Wisconsin,Midwest,East North Central
247,WV,West Virginia,South,South Atlantic
248,WV,West Virginia,South,South Atlantic
249,WV,West Virginia,South,South Atlantic
250,WV,West Virginia,South,South Atlantic
251,WV,West Virginia,South,South Atlantic
252,WV,West Virginia,South,South Atlantic
253,WV,West Virginia,South,South Atlantic
254,WV,West Virginia,South,South Atlantic
255,WV,West Virginia,South,South Atlantic
256,WV,West Virginia,South,South Atlantic
257,WV,West Virginia,South,South Atlantic
258,WV,West Virginia,South,South Atlantic
259,WV,West Virginia,South,South Atlantic
260,WV,West Virginia,South,South Atlantic
261,WV,West Virginia,South,South Atlantic
262,WV,West Virginia,South,South Atlantic
263,WV,West Virginia,South,South Atlantic
264,WV,West Virginia,South,South Atlantic
265,WV,West Virginia,South,South Atlantic
266,WV,West Virginia,South,South Atlantic
267,WV,West Virginia,South,South Atlantic
268,WV,West Virginia,South,South Atlantic
820,WY,Wyoming,West,Mountain
821,WY,Wyoming,West,Mountain
822,WY,Wyoming,West,Mountain
823,WY,Wyoming,West,Mountain
824,WY,Wyoming,West,Mountain
825,WY,Wyoming,West,Mountain
826,WY,Wyoming,West,Mountain
827,WY,Wyoming,West,Mountain
828,WY,Wyoming,West,Mountain
829,WY,Wyoming,West,Mountain
830,WY,Wyoming,West,Mountain
831,WY,Wyoming,West,Mountain
0,,Placeholders,,
1,,Destinations outside U.S.,,
2,,Destinations outside U.S.,,
3,,Not in use,,
4,,Destinations outside U.S.,,
213,,Not in use,,
269,,Not in use,,
343,,Not in use,,
345,,Not in use,,
348,,Not in use,,
353,,Not in use,,
419,,Not in use,,
428,,Not in use,,
429,,Not in use,,
517,,Not in use,,
518,,Not in use,,
519,,Not in use,,
529,,Not in use,,
533,,Not in use,,
536,,Not in use,,
552,,Not in use,,
568,,Not in use,,
578,,Not in use,,
579,,Not in use,,
589,,Not in use,,
621,,Not in use,,
632,,Not in use,,
642,,Not in use,,
643,,Not in use,,
659,,Not in use,,
663,,Not in use,,
682,,Not in use,,
694,,Not in use,,
695,,Not in use,,
696,,Not in use,,
697,,Not in use,,
698,,Not in use,,
699,,Not in use,,
702,,Not in use,,
709,,Not in use,,
715,,Not in use,,
732,,Not in use,,
742,,Not in use,,
771,,Not in use,,
817,,Not in use,,
818,,Not in use,,
819,,Not in use,,
839,,Not in use,,
848,,Not in use,,
849,,Not in use,,
854,,Not in use,,
858,,Not in use,,
861,,Not in use,,
862,,Not in use,,
866,,Not in use,,
867,,Not in use,,
868,,Not in use,,
869,,Not in use,,
872,,Not in use,,
876,,Not in use,,
886,,Not in use,,
887,,Not in use,,
888,,Not in use,,
892,,Not in use,,
896,,Not in use,,
899,,Not in use,,
909,,Not in use,,
929,,Not in use,,
987,,Not in use,,
